,Max,Min,Mean,Stddev,RMS,skew,kurtosis,crest factor,form factor,fault
0,30.887683336722944,0.0006487569457656428,7.728617150172021,14.033761071227024,15.23350473898519,0.9450102782792494,-1.21146462775914,2.02761504105329,1.9710517991755,B007
1,33.48069638675513,0.0009944444325342178,8.03185558223947,14.51409481595271,15.774577137901622,0.9587998350022897,-1.1595031288376285,2.1224465222786204,1.9640015904647654,B007
2,39.38740350538956,0.0009366642298190423,8.687896440667624,15.97767614078791,17.287420645260543,1.0286601969142657,-0.9120743259886765,2.278385209316224,1.9898281204572101,B007
3,45.95029936787202,0.0009036855897217053,8.96003255632209,17.25350013011167,18.459551506134833,1.2283051169914037,-0.2196936733330288,2.4892424581713666,2.060210316212523,B007
4,49.799928573384385,0.000895252547571446,11.2101680381623,20.65940811485135,22.34116420741818,1.0004320891020155,-1.0140734622089085,2.2290659569499414,1.9929374949031187,B007
5,45.1701110525724,0.0006774304756641005,9.64341089736369,17.926985038103354,19.344251529129437,1.0696074374267308,-0.7682456935228053,2.3350663624567347,2.0059553341668512,B007
6,43.48484081795011,0.0009211326763271246,9.501996728739513,17.53843722151766,18.958774340248187,1.0388822082639237,-0.8764103659552225,2.293652534575231,1.9952410931594966,B007
7,60.28586935886189,0.001181954583580285,12.540834173490195,23.572471706203448,25.36683398286572,1.1052098992524357,-0.6442916364515443,2.376562617139473,2.0227389687113586,B007
8,30.892464732816354,0.0008313321011125322,7.3974614999620245,13.41364436724902,14.565629404631743,0.9587561419378396,-1.160808292759663,2.120915195260482,1.969003746042682,B007
9,45.63447142816562,0.0004399467845617275,11.310696388193344,20.586763036896073,22.333155029709452,0.9462608829990308,-1.2073988187904738,2.0433508551505053,1.974516357191047,B007
10,34.40463624787681,0.0005699759212439591,8.53282588730545,15.484232225408963,16.810722301024555,0.9463467239598833,-1.206484650560832,2.0465888158642636,1.9701236756786975,B007
11,41.219800885304046,0.0006158998908061574,10.378093875069471,18.903385740901523,20.503062597826908,0.9446328352591288,-1.2135856871877706,2.0104216474309977,1.9756096682725044,B007
12,36.75258454676759,0.0008774816976143771,9.31296965969686,16.881444188721048,18.332803032875933,0.9441303196043375,-1.2142048174334934,2.004744418017242,1.968523865401777,B007
13,43.7127737682663,0.0005672224782965649,9.16322223481614,17.116360218994018,18.447579935527987,1.0989841694407283,-0.6651621019685243,2.369566844054182,2.013219745499072,B007
14,42.11779041921146,0.0006009522766349902,10.069277937057473,18.387612210246104,19.930669974158043,0.957496306953017,-1.1673870066389103,2.1132149834311176,1.9793544381974173,B007
15,56.581353691495124,0.0006099699006357259,10.914566010248256,21.17784186674931,22.61782735053207,1.2438951510210847,-0.16737504497270406,2.5016263858855603,2.07226080535818,B007
16,41.945991424663774,0.0008777610942087305,10.477880637835453,19.10354412171899,20.7150478136036,0.9452040479104964,-1.2117357615162763,2.024904398102223,1.977026512289318,B007
17,45.73642758178649,0.0006625208271123535,10.024012036681142,18.56154397890191,20.048575207035274,1.0306825988550483,-0.9063715335361806,2.281280694986098,2.0000549813458894,B007
18,49.47921859136601,0.0005349332567694316,9.935829036454978,18.89952869145563,20.27964152311184,1.169451323571092,-0.42113875762879793,2.439846805722708,2.0410618428220713,B007
19,43.632579066567324,0.0007533815322760037,8.675827552078296,16.562378679735623,17.756500860332586,1.1893793723202812,-0.3526307816682168,2.457273502801501,2.046663647213575,B007
20,42.50909262519939,0.0005445820538396397,8.982266632697986,16.729961758374735,18.04400958054987,1.0868832513877789,-0.7072981886086933,2.355856243338571,2.008848135821818,B007
21,38.46609751451552,0.00047818084349148676,7.59927177093841,14.52966998235295,15.57149085733793,1.204962626527902,-0.29892202035637183,2.470289959190947,2.049076717704367,B007
22,35.11517691810067,0.0008594551737989988,8.508465262305046,15.514156785594047,16.82251197924514,0.9521266799586259,-1.186530833195008,2.0873919995672585,1.9771499865873245,B007
23,43.38502195343689,0.0007488817938353333,9.848365204560634,18.07630840185389,19.56780792427878,0.9943815566318096,-1.034945750506361,2.2171631140965395,1.9869092501989278,B007
24,47.548754179613134,0.0009216690624825703,9.94296044998187,18.61410712877531,20.050855934005334,1.1005772739563642,-0.6598706014235773,2.3714077013027968,2.0165881213016283,B007
25,46.447756362793626,0.0005178417179524257,9.077917689058276,17.4464395886678,18.674569930796878,1.2258567119220378,-0.22778020077454686,2.4872196005004126,2.0571424604681714,B007
26,40.0368426760572,0.0007012902387965042,7.787290895911747,14.972884048938797,16.025159879004175,1.2404032174965656,-0.17791885910254468,2.4983739930428164,2.057860698053187,B007
27,35.24951773514002,0.0006486893037818723,8.59484141194905,15.607705200400673,16.941714872359935,0.9506457507853201,-1.190837060467143,2.0806345757033657,1.971149211526646,B007
28,40.59714683255328,0.0004655403649816844,9.866334670801551,17.99405254569664,19.510439410130953,0.9510337494875086,-1.1905698075582574,2.0807910052232286,1.9774759382397784,B007
29,44.75263540490162,0.0009309993496331734,8.671752046701771,16.727933178825953,17.889803337106148,1.2443790359764333,-0.16487560247323785,2.501572239873532,2.0629975627486243,B007
30,31.708057752570227,0.0005756278680111955,7.141774185173541,13.04613689676646,14.139710585794747,1.0070367742976054,-0.9878404165749091,2.2424827976624404,1.9798596566031246,B007
31,44.61280743427879,0.000750066636616671,11.184885173174063,20.377533135428283,22.100679422517356,0.9448323209936831,-1.212773157586159,2.0186170108790806,1.9759415568721117,B007
32,29.60053801828631,0.0005917361313403656,7.188846761277288,12.979636253213718,14.109982472159535,0.9531557780286434,-1.179808719827869,2.0978437128955516,1.9627602229835992,B007
33,47.55853348510283,0.0009196574490639024,10.71854712354957,19.761487674465005,21.367945576476956,0.9987574567809517,-1.020223417959581,2.2256951804228646,1.9935486899646822,B007
34,34.06655719614169,0.0006614655840342925,7.656786697980684,14.027161201797789,15.19185563046669,1.0072386206640727,-0.9882008284558261,2.2424223889952257,1.9841032837539045,B007
35,45.86473458058035,0.0005997103667191913,10.247429621518874,18.87832557944057,20.416956027917646,1.0096283062646614,-0.9808921307424057,2.2464041416294394,1.992397779931417,B007
36,53.90954520684157,0.0010732885450025534,11.477274454017204,21.391453993271806,23.067788035392933,1.0711539407167647,-0.7632769204337637,2.3370054000898612,2.009866377929029,B007
37,41.6730714409,0.0007112413016873787,9.51008162817476,17.426503220841937,18.87231544531062,0.9901119394453851,-1.0500212909806474,2.2081589067151217,1.984453570766324,B007
38,51.817093273661364,0.0009263470216485479,11.561909381143657,21.352909048953197,23.07880267223663,1.0090547260456075,-0.9834866037383811,2.2452245036089487,1.9961065176549384,B007
39,42.850923922208565,0.0006604476583670786,9.603294567878686,17.67877792990526,19.123154996377828,1.0065291446242488,-0.9918691469354615,2.240787355973692,1.9913119254241542,B007
40,37.78011287956929,0.0005570402776706521,8.948491595193381,16.35255756473493,17.721621634989273,0.9622936388118287,-1.15025554869062,2.1318654498850638,1.980403227344854,B007
41,41.27157239471163,0.0008911219290853481,9.863592523413699,18.035037296881608,19.542139250357533,0.9572531614000185,-1.1684634555874802,2.111927044730098,1.9812395132878196,B007
42,36.58127228301455,0.00087628982480065,9.115653568707206,16.58569940564835,17.994301505265298,0.945530389158136,-1.210182674158439,2.03293649783019,1.97400014926382,B007
43,47.77611614940958,0.0008800441842039014,10.74164103400601,19.77246387887424,21.38841716828655,1.0028072154261887,-1.0053066820224628,2.233737811148041,1.9911684909758998,B007
44,35.805104910167664,0.000979396117645054,8.973619995554467,16.294900938116186,17.687825695510377,0.9448321080035292,-1.2120836815789056,2.024279610537768,1.9710914552068095,B007
45,42.926569136718314,0.0007042736278481,9.185565378645801,17.110655748038756,18.454060093575116,1.0626064466089518,-0.7936953861246652,2.3261314268540527,2.009028223398889,B007
46,38.1945381945618,0.001135176509605389,9.070256774240024,16.51165067042475,17.91158395647961,0.9621380604705629,-1.1497701607139965,2.1323931086923626,1.9747604067119016,B007
47,33.481842636005226,0.0011169962356784688,7.782348248512319,14.208122169481499,15.401358313349196,0.9757787335458769,-1.101053208303856,2.1739538782747942,1.9790117097745317,B007
48,41.86914686264362,0.0006681048708598353,9.097984787173706,16.835133124380302,18.187009679680724,1.044799335820915,-0.8557430908855173,2.3021457402874512,1.9990151780997347,B007
49,45.88916156246152,0.0006622084153311226,9.50972908636104,17.894666705718173,19.25166633673894,1.111822453108472,-0.621248515787769,2.383646213257337,2.024417957852227,B007
50,48.1967054370831,0.0008261551808266823,9.354109582298785,18.06088129366379,19.31114626435965,1.236606267872941,-0.19156580337670093,2.495797234265383,2.064455851672192,B007
