,Max,Min,Mean,Stddev,RMS,skew,kurtosis,crest_factor,form_factor,fault
0,0.35986153846153845,-0.3260658461538461,0.01903676502403847,0.12167377103074643,0.12309527794959702,-0.03508724744701261,-0.173578458827238,2.9234390177736023,6.466186759891178,B007
1,0.3339932307692307,-0.4188996923076923,0.016644003605769214,0.12385759330362371,0.12491094875675286,-0.19654336331255542,0.0664067704098601,2.673850724003684,7.504861913960155,B007
2,0.4107636923076923,-0.3611132307692308,0.023228222956730743,0.12770625514870235,0.12974016840509414,0.08757463598430927,-0.4100591457052878,3.166048706096515,5.585453895753135,B007
3,0.4677156923076923,-0.3367052307692308,0.021281417668269204,0.13715858730119335,0.13873357649759746,0.24704452807462737,0.13951845188746503,3.371322963881004,6.519000691596338,B007
4,0.4685501538461538,-0.4380923076923077,0.019682576322115376,0.15851781373138374,0.15965826667816369,0.006539811773875171,-0.40703022961925805,2.9347065053051646,8.111654900520893,B007
5,0.4625003076923077,-0.3567323076923076,0.02125798918269234,0.14029716290569197,0.14183079375354132,0.09313691035943052,-0.1704686375671467,3.260930122805293,6.6718819232919735,B007
6,0.4894116923076922,-0.3963692307692308,0.021493903846153843,0.14059342859798996,0.1421590546991282,-0.01702391150957923,0.1962519649340666,3.4427050274321607,6.613924381380649,B007
7,0.5847489230769229,-0.5430258461538462,0.020425564903846172,0.17203894008540255,0.1731637863395061,-0.023028698177579618,-0.07010836948790322,3.376854568948153,8.47779668051673,B007
8,0.4449766153846154,-0.3191815384615385,0.02204966826923079,0.11778744914626,0.11977696912648314,-0.0382873662678847,0.056252772611357305,3.715043205966625,5.432143815679346,B007
9,0.44685415384615385,-0.5789076923076923,0.022284971754807696,0.15600343239487716,0.15751166374042347,-0.09783082571410255,0.19705827333294756,2.836959138356648,7.068066564026151,B007
10,0.36403384615384615,-0.4443507692307692,0.020929786658653842,0.1293360816074477,0.13095626068068622,-0.2720828375329919,0.08105718832196152,2.7798124676259546,6.2569324196402984,B007
11,0.4372578461538461,-0.3778024615384615,0.021308716947115336,0.14765332431213576,0.1491116194900009,-0.03604276149917835,-0.397254686568731,2.932419670910808,6.997681740297689,B007
12,0.4535298461538461,-0.3761335384615385,0.0223821490384615,0.1393439153065713,0.1410628430216288,-0.05885330315435878,0.18991108372641863,3.2150907810946894,6.302470901218035,B007
13,0.43412861538461534,-0.4912892307692307,0.020545763221153854,0.13763527282541071,0.13909384325439464,-0.17191209011726535,0.42173097502740875,3.1211202827332842,6.769952605663442,B007
14,0.4103464615384616,-0.3759249230769231,0.020584063701923082,0.14533524876123344,0.14671540795416663,-0.03751664704982228,-0.23980096870280532,2.796887302161559,7.1276211577434845,B007
15,0.4395526153846154,-0.4522781538461538,0.02113636478365387,0.15482768293750557,0.15618882016105642,-0.009628552269193355,-0.3216636238657471,2.814238656335096,7.38957818715579,B007
16,0.4923323076923077,-0.3721698461538462,0.018571454927884624,0.1493547242608749,0.15043253830184253,0.13066376990305925,-0.15741908537246774,3.2727780389136565,8.100202105111938,B007
17,0.3289864615384616,-0.3156350769230769,0.02191643149038462,0.14130770608707818,0.1429289960013947,0.011348719220015343,-0.7685933823042483,2.3017475161950443,6.521545082013093,B007
18,0.3669544615384615,-0.490872,0.019208506009615368,0.14112827458026134,0.1423611822386109,-0.19183121469222245,-0.02753455206657085,2.577630051732858,7.411361516993979,B007
19,0.371544,-0.35631507692307696,0.017000524038461546,0.13154687844438095,0.13257714750641286,-0.07062975909139368,-0.2251591365291894,2.802473933013441,7.798415343343167,B007
20,0.38760738461538463,-0.2958166153846153,0.01876927283653846,0.1323633943296821,0.1336235170908412,0.09365693761951162,-0.5586184299019159,2.9007422724240803,7.119269790287988,B007
21,0.3289864615384616,-0.3477618461538461,0.016670284254807693,0.12009385984529365,0.12118724785501456,-0.2583537057290327,-0.12336681825048101,2.714695377289638,7.2696569538137465,B007
22,0.4614572307692307,-0.330864,0.017941941706730746,0.12652577970577897,0.12773039041296494,0.1304600624753641,-0.2947134522407855,3.6127442285057922,7.119095162651661,B007
23,0.4760603076923077,-0.4076344615384615,0.017412050480769232,0.1457283023026898,0.14669416686400985,-0.02150260608170751,0.3337481188065454,3.2452572441658893,8.42486455147982,B007
24,0.39970707692307694,-0.39344861538461534,0.01758195793269233,0.14442916583835494,0.1454253702307526,0.04673815356357877,-0.4728036976103258,2.748537454564116,8.271284164566511,B007
25,0.4823187692307692,-0.4570763076923077,0.016639317908653837,0.13928139657949995,0.1402042427939898,0.06785991529237728,0.47393476478937213,3.440115360413651,8.426081138883214,B007
26,0.3248141538461538,-0.3936572307692308,0.0182202313701923,0.12252575586457932,0.12381388039074849,-0.17185653877193754,0.16642175929048575,2.6234066230786213,6.795406593645343,B007
27,0.40346215384615386,-0.3826006153846154,0.018574103365384603,0.13270077815083853,0.1339301947423319,0.11543294195025922,0.15895693652985576,3.0124809018785803,7.210587348831559,B007
28,0.4191083076923077,-0.3834350769230769,0.016484893629807696,0.14228084634208418,0.14316361821200296,-0.09636606796233904,-0.08809408307127597,2.9274777553587237,8.684533939190061,B007
29,0.4768947692307692,-0.3158436923076923,0.019508390625000007,0.1303896502486432,0.13177797694451368,0.12185352803228086,-0.18765571594900354,3.6189261687601264,6.754938399461828,B007
30,0.3750904615384615,-0.3289864615384616,0.017720084134615385,0.11779278422481043,0.11906129285267006,-0.0889209838785721,0.38702965661895616,3.1503980223245973,6.719002683519386,B007
31,0.663396923076923,-0.5131938461538461,0.016377122596153856,0.1634907222603278,0.16422948474459154,0.23046525444478436,1.0825866647261382,4.0394507972099705,10.02798164209631,B007
32,0.3214763076923077,-0.31855569230769226,0.017205676081730757,0.11282279817052727,0.11407273306196987,-0.006956769415698323,-0.552452937966335,2.8181695928830433,6.6299477288831445,B007
33,0.4124326153846154,-0.4645864615384615,0.01935518870192308,0.15679096657826863,0.15790510851977052,-0.03756328822574675,-0.17160460871717698,2.611901662022396,8.158283081170968,B007
34,0.3686233846153846,-0.3321156923076923,0.018383212139423073,0.11971814229894107,0.12106353524860174,0.06363614766878516,-0.1630349718850157,3.044875435517584,6.585548506453841,B007
35,0.4182738461538461,-0.4057569230769231,0.018908213942307694,0.1471207182986848,0.14825953289606683,-0.011047375926708996,-0.25134477316837334,2.821227330097318,7.8410120251671,B007
